,Code,Name,fscore,ROA,ROA_prev,CFO,LEV,LEV_prev,LEQ,LEQ_prev,GMO,GMO_prev,ATR,ATR_prev
100,A006040,동원산업,5,0.054758370448049265,-0.033544463503671046,,0.3921657597321055,,2.480492441767541,,0.1196626483879518,0.01126120249723546,0.7628325904140435,0.625052059401488
101,A004170,신세계,8,0.02942123197709051,0.07141961569313263,0.04559920971137446,0.22824288447930652,0.23643286858889404,0.26261883587810164,0.17931980944568887,0.7665220750619026,0.7595620693367786,0.3040742782511534,0.2684800439373026
102,A001620,동국실업,8,0.014926417628227792,0.010389897152928136,0.0739159965030245,0.09302867699762583,0.11415025258171482,0.5847202291451081,0.5260751121423239,0.06696272777779784,0.05789055446419468,0.8903434621343121,1.114089408589751
103,A017800,현대엘리베이터,5,0.046479519062374984,-0.10228948263849506,,0.12542698671070487,0.1672765795661338,1.5729623106149926,1.6508097581577048,0.21270052069636564,0.20200298221796897,1.0313603970734817,1.0920734967675032
104,A000640,동아쏘시오홀딩스,3,0.007517379152020557,0.043731594147999577,-0.00500820705437444,0.02417012784813085,0.017537758242800502,0.3847004931055228,0.32118344464738313,-0.06562504396654957,0.6006600486274112,0.08929494631241262,0.0808495815377843
105,A091000,코리아04호,4,-0.933532872164872,0.06834583164059743,0.04852251148607961,,0.23478035606087252,0.28834993201876585,0.999930152699767,0.9418458993739397,0.9337589089106632,0.045914865619722106,0.07319058229723163
106,A000490,대동공업,5,-0.034370746041250025,-0.0009258490127335267,0.020575703624777626,0.16220118705116957,0.19053252637787757,1.1270704771186344,1.2564891182478612,0.17923040635565446,0.20843813098663458,0.8002498537630772,0.7654987504947511
107,A009460,한창제지,8,0.11147315243910863,0.023263664901270263,0.22144774989983837,0.3850918188684067,0.07724804617501375,2.0133506594758948,0.6817978826929078,0.18301969816946226,0.16579179153405654,1.3437754721412487,1.2120051523082616
108,A058430,포스코강판,9,0.07350914468918895,0.031161406027845874,0.09030785628447383,0.07182747828084286,0.12281412556730419,1.5015044452613378,1.1389126677317165,0.1294453368177593,0.10697101814391893,1.8635784885757705,1.8608602916714838
109,A003620,쌍용자동차,9,0.0277251831758311,-0.029718154818755223,0.11995419004781231,0.1923349540225253,0.2205045953688231,0.7191667239892269,0.6895360697990001,0.16282780985787323,0.15277177187821217,1.7710283797049213,1.7152063226688958
110,A005620,대성합동지주,5,0.004057529935460246,-0.05120540752177392,0.0019332664947640918,0.04680765524041791,0.015248485226463165,0.34281100680162063,1.6668356995475515,0.21223459260766142,0.2329277799352137,0.09269332864669952,0.07281255776871362
111,A006390,현대시멘트,4,-0.29692996957092427,-0.023385012366343612,0.1405579811189268,0.4075345940419421,0.6262832285136812,1.3227770141207134,1.0456404761763818,0.26087333781172795,0.2669832899490071,0.7500480094395467,0.7734299300866091
112,A034020,두산중공업,6,-0.01981027931813514,-0.04275860108046631,0.046578096118299446,0.22845686585475328,0.22946043909590494,0.7112562928482886,0.8449667626522931,0.1578479253270766,0.13684984717145748,0.40265968371328814,0.4877537674154109
113,A074610,이엔쓰리,7,0.15087993621214554,0.05104223486071174,0.15019466714118748,0.028982003662128313,0.030206907811183934,2.0265569329313364,1.4038282005036233,0.22646643568962,0.2229317114391787,1.6918161130291582,1.4829641480768498
114,A007860,서연,5,0.10041801161667867,0.00987606952002999,0.01913029323313127,0.019269165315699017,0.002654318031521119,2.176366986387527,2.140879825886716,0.29624411345485596,0.44408569524332797,0.03119223240462342,0.017893024890445842
115,A004270,남성,6,0.008236230698434804,0.010836500120153561,0.02029677725167267,0.06809086671988185,0.1276751368861986,0.5664959934404716,1.0521551536656846,0.12808796188109972,0.1295801732054534,0.42911471367503257,0.36478192818333677
116,A003560,아이에이치큐,6,0.028416681805388734,0.05457061664579862,0.16260175422865455,0.015903824667498942,0.024638122697894813,3.699026831291315,2.5493036406119924,0.11986606562136452,0.10757122734308196,0.38575490784367356,0.915524978004752
117,A005490,포스코,7,0.03478992153484547,0.025063453827477836,0.07482274203167451,0.09730644356127595,0.08596500514403788,4.349874872555381,2.993336267052241,0.1817618983017402,0.1614323315317567,0.47408272168452564,0.4868538879372135
118,A130660,한전산업,6,0.09124630904659681,0.052861899504391144,0.04850068410238971,0.27268458201345835,0.21283224580772275,2.0407282250000613,1.6427331520092359,0.09795724095018532,0.12696059664920625,2.1542576179444124,2.0810564429151044
119,A081000,일진다이아,5,0.03273302596003833,0.09320640767162862,0.10555049343871514,0.09642193751606497,0.09590999563148203,2.3895378472174866,2.251895919274319,0.19112964004006916,0.2610585352287503,0.6782060814993149,0.6976857635116158
